location_id,location_name,year,sdi
34,Azerbaijan,2023,0.70529792647176
140,Bahrain,2000,0.646366220748377
140,Bahrain,2001,0.654830265895704
140,Bahrain,2002,0.662188530018612
140,Bahrain,2003,0.668886265653642
140,Bahrain,2004,0.675245878519816
140,Bahrain,2005,0.681449040289918
140,Bahrain,2006,0.687480090231301
140,Bahrain,2007,0.693782078851082
140,Bahrain,2008,0.699948155236406
140,Bahrain,2009,0.704747890767273
140,Bahrain,2010,0.708493156080073
140,Bahrain,2011,0.711399176202425
140,Bahrain,2012,0.715259477443772
140,Bahrain,2013,0.720248598288897
140,Bahrain,2014,0.726074771804813
140,Bahrain,2015,0.732267071750117
140,Bahrain,2016,0.738685360266029
140,Bahrain,2017,0.745965088681781
140,Bahrain,2018,0.753418869650478
140,Bahrain,2019,0.760545750361168
140,Bahrain,2020,0.766770004923082
140,Bahrain,2021,0.772566247500067
140,Bahrain,2022,0.778332038559307
140,Bahrain,2023,0.784320905201141
161,Bangladesh,2000,0.310149652867503
161,Bangladesh,2001,0.315326493706024
161,Bangladesh,2002,0.319913924669345
161,Bangladesh,2003,0.324619677421286
161,Bangladesh,2004,0.330919545031875
161,Bangladesh,2005,0.338055422313608
161,Bangladesh,2006,0.345580612596396
161,Bangladesh,2007,0.35373090731064
161,Bangladesh,2008,0.362159454228131
161,Bangladesh,2009,0.371067852446992
161,Bangladesh,2010,0.380370348543141
161,Bangladesh,2011,0.390795124853274
161,Bangladesh,2012,0.40312977584674897
161,Bangladesh,2013,0.416325479015047
161,Bangladesh,2014,0.429406722047979
161,Bangladesh,2015,0.441521275738058
161,Bangladesh,2016,0.452532623840536
161,Bangladesh,2017,0.462850294598716
161,Bangladesh,2018,0.473055006071694
161,Bangladesh,2019,0.482469016358815
161,Bangladesh,2020,0.490980544059493
161,Bangladesh,2021,0.499427577021123
161,Bangladesh,2022,0.50832748166632
161,Bangladesh,2023,0.517107281522032
162,Bhutan,2000,0.309348543862738
162,Bhutan,2001,0.31859949994448
162,Bhutan,2002,0.328338956151687
162,Bhutan,2003,0.338196264339809
162,Bhutan,2004,0.348061432110269
162,Bhutan,2005,0.357848304793522
162,Bhutan,2006,0.367738721840692
162,Bhutan,2007,0.378618585442656
162,Bhutan,2008,0.389602382879293
162,Bhutan,2009,0.401067961488278
162,Bhutan,2010,0.41320353039109
162,Bhutan,2011,0.42550872497891
162,Bhutan,2012,0.437704014467953
162,Bhutan,2013,0.449147686361996
162,Bhutan,2014,0.459865749508109
162,Bhutan,2015,0.470062248913814
162,Bhutan,2016,0.479913901524113
162,Bhutan,2017,0.489082923150545
162,Bhutan,2018,0.497167874072042
162,Bhutan,2019,0.504454966675906
162,Bhutan,2020,0.510118539292835
162,Bhutan,2021,0.515037092324428
162,Bhutan,2022,0.51968208296875
162,Bhutan,2023,0.524253930154343
66,Brunei Darussalam,2000,0.73546805531613
66,Brunei Darussalam,2001,0.742242868116371
66,Brunei Darussalam,2002,0.749093402165139
66,Brunei Darussalam,2003,0.755797095149808
66,Brunei Darussalam,2004,0.762165818778579
66,Brunei Darussalam,2005,0.767961841831167
66,Brunei Darussalam,2006,0.773111209834815
66,Brunei Darussalam,2007,0.77788560154122
66,Brunei Darussalam,2008,0.78224854922832
66,Brunei Darussalam,2009,0.786377252189632
66,Brunei Darussalam,2010,0.79025603056413
66,Brunei Darussalam,2011,0.793911656249446
66,Brunei Darussalam,2012,0.797757632767471
66,Brunei Darussalam,2013,0.801708657341638
66,Brunei Darussalam,2014,0.805639264995721
66,Brunei Darussalam,2015,0.809416606592787
66,Brunei Darussalam,2016,0.813005925169728
66,Brunei Darussalam,2017,0.816313415287116
66,Brunei Darussalam,2018,0.819279273832598
66,Brunei Darussalam,2019,0.822023310173389
66,Brunei Darussalam,2020,0.824696281738102
66,Brunei Darussalam,2021,0.82730610185589
66,Brunei Darussalam,2022,0.829883688026961
66,Brunei Darussalam,2023,0.83236394657054
10,Cambodia,2000,0.346046823944454
10,Cambodia,2001,0.352407993016428
10,Cambodia,2002,0.359238255189875
10,Cambodia,2003,0.366644622937466
10,Cambodia,2004,0.374663104269676
10,Cambodia,2005,0.383431031520666
10,Cambodia,2006,0.392321965557548
10,Cambodia,2007,0.40117368938015
10,Cambodia,2008,0.409702589473303
10,Cambodia,2009,0.417191561730241
10,Cambodia,2010,0.424048789106798
10,Cambodia,2011,0.430704890332828
10,Cambodia,2012,0.437279016791452
10,Cambodia,2013,0.44356811693797
10,Cambodia,2014,0.449741628441783
10,Cambodia,2015,0.455859697550779
10,Cambodia,2016,0.461918487351532
10,Cambodia,2017,0.467955251070514
10,Cambodia,2018,0.474058287308167
10,Cambodia,2019,0.480206498831822
10,Cambodia,2020,0.485192543890451
10,Cambodia,2021,0.490028713355454
10,Cambodia,2022,0.494960096618065
10,Cambodia,2023,0.499953382073157
6,China,2000,0.552336010573426
6,China,2001,0.558919487271588
6,China,2002,0.565621027935012
6,China,2003,0.572507897293113
6,China,2004,0.580647615604062
6,China,2005,0.589981971428875
6,China,2006,0.600578258395515
